sentiment,text
1,paula_paige3489 so apart from the sore... how was the tryouts? 
1,failed physics test... what a homo. keeen for the holidays (2 days to go) 
1,"just observed the update look of alexa website, URL , looks great, seems alexa is improving "" "
1,leiabox so what can you tell us about it? i'm totally geeking out right now 
1,"theragingocean bonjour spacecowboy,i wish i was either of it .i work with kids, can go out whenever i want and go wherever i want to "" "
1,rebecca1158 goodnight. 
1,my brother is sick too lol. quite weird 
1,drdrew *gives a hug and a cookie* hope you feel better! 
1,jonathanrknight hey jon! it's real and i hope you take care of yourself...we don't want you to get too rundown. ((hugs)) 
1,"just wrote on a toilet wall... but only to correct poor spelling. and in highlighter, so it will wash off. hardcore "" "
1,had a good tech meeting at clubzone - dinner was sushi 
1,mattgalloway thanks for the hook up with carlyrush and suggesting me again bro! you rock! 
1,jeffswarens depends on which version they thought you the one i know doesn't go like that ;) 
1,speak2ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much 
1,honey3223 lurkers now that was interesting 
1,saravananp mine is b north. still need to decide 'aaru hithavaru ninage ee moovarolage' to vote 
1,trstfndbby um i bought my shit from the koreans its oach highest quality out there baby i paid an extra 3.50 2 get a real tag sewed in 
1,eating ice-cream with chocolate topping 
1,iamdiddy your telling me.. just finished doing 200 crunches! step it up diddy ! lets go! 
1,its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about 
1,lauruy west. mostly san jose and san francisco. 
1,"nikki is off working her ass off on a bike, trying to recover from her knee injury. (good for her. "" "
1,marymayblood i would love to come help unpack let me know where i need to be sat afternoon! 
1,shenagians! my team is awesome&lt;3 
1,listening to some music and just chilling....i'll probably regret not getting work done...but till then i'm just gonna kick back 
1,i am doing a study of think &amp; grow rich - wow - it's amazing how timeless the law of attraction is! so now we're on our 6 step program! 
1,bittenbybooks oh good! i'm glad you're feeling better! i've been really good! it'll be a crazy week though... in a good way! 
1,21 days till chris comes home and 67 days till summer 
1,"davidgideon yeah, those were the days - no, it's now around 1.47ish..."" "
1,therealjspace am i the first one to tell you you tweet the most while drinking! lol. 
1,its_anne kay thanks. 
1,goodnight 
1,i am determined to get back into baseball -- it's been 5 years since i've really watched the sport. anyone interested in going to a game? 
1,"beycah good for you becca, have a good sleep. "" "
1,missnappyboy and ur home is where? ohhh i nkow lexington ky rite next to me 
1,just seen the preview for the movie &quot;obsessed&quot; w/ beyonce. wow one crazy broad in that movie &amp; beyonce seems to go nuts in it too! 
1,easy rider till i fall asleep 
1,"miketomalaris i'm very, very, very excited about the live broadcast of paris-roubaix. "" "
1,"just had a real good moment. i missssssssss him so much, "" "
1,belliestobabies i have two too. i just don't know how people survive winter without jungle gyms at home 
1,jaredleto just started to work. but it's the last one before holidayholiday!! 
1,watchin greek then off to knighty knight!! 
1,i am working on my media room design and i love love love my client profile 
1,greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now 
1,"lou911 aww, thanks "" "
1,another good day nitey nite everyone! first day of school tomorrow!!! ahh i'm kinda nervous yet excited...til tomorrow! 
1,thinking and planning 
1,"good enough.. time to go sleep off whatever i can, be happier tomorrow ? here's hopin.. go check my fb. for what is in store for me now. "" "
1,"missvic what do you mean, i do those things now and i'm old! "" "
1,jimmyeatworld been listening to that all morning URL 
1,urbanthai and you have me to thank for that 
1,"pamfr thanks pam... glad you enjoyed it. yes, life is short, it's *now*. no need to struggle... just make better choices every day. "" "
1,"jonathanrknight hmm you have a lot to say tonight! that's great! of course, here i am up late reading it. haha"" "
1,"guykawasaki congrats on 100,000 followers. wow almost 4 times of what i have "" "
1,larrycarroll are we going to be getting any nm updates this time around? i'm not really screaming. just wondering. thanks! 
1,suitelifeofkell that's freakin' cooool i love twitter .haha 
1,i3renda maybe. there's nothing wrong with being caring. but try not to care too much. 
1,why does brissa not even know she has a twitter? -lauren 
1,jbrotherlove i thought it was a great love story 
1,"enbaldarlingg no, that's just the mirror you're looking in. "" "
1,amandahesser thanks! i couldn't have done it without you 
1,"wow that was neat, thanks god! overitnow&lt;3 i apologize for sharing my spiritual moment with the general public of twitter "" "
1,... 31 days until i leave for ontario!! 
1,just spoke with my fam in japan via skype! love to see my little 16-mo-old nephew growing! 
1,lissym ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser 
1,kacimaureen holy laundry woman! 
1,"iamdiddy i hate it too, but i just got back from the trainer. go! "" "
1,markhoppus lol youï¿½re so fucking funny 
1,"working on setting up my ipod touch, which as of today is officially mine!! "" "
1,nikhilnarayanan saw the tvc yesterday.. worked for me 
1,jon could totally say mannies and peddies and i would shut my fat face about it. 
1,"magopus hahaha! well if they ever run out of ideas, i'm nominating you to come up with some good ones. "" "
1,a friend feels like a beer on a monday night. that's never good. but beer is always good. always. 
1,"hopeinhell one usually follows the other, no? "" "
1,"special72 thanks, special 72! "" "
1,"good luck for lauren and the rest of the cast of tbs, can't wait for something to leak "" "
1,"shoot for the moon! even if you miss, you'll land among the stars. "" "
1,"johnhays hmm, that i don't agree with entirely because i am most creative &amp; vibrant @ night for some reason...but i need 2 sleep too "" "
1,izzakizza nada just tryna holla holla. hows the mixtape coming up? 
1,aussie_ali yep it makes it so much easier to get points across in 140 
1,"snarkattack the freezer-worthy amoir has already given it her scholarly attention, but i suppose another set of eyes could hurt not."" "
1,URL - my cupcakes 
1,"purrplexa and its a wonderful thing! i'm all in favor of using the entire english language (shit, i use expletives too, i think) "" "
1,mynameisgerard haha! i'm not saying u should try it.. but maybe u should 
1,"back from school, long walk! its flippin cold outside 2 days ago it was sunny, next day raining, and today snowing!"" "
1,sisterpatterson i just ate raw cookie dough out of a tub and now to bed. we must be kindred spirits 
1,"jonathanrknight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song.. nighty night"" "
1,blooms5887 just use tweetdeck and you can update facebook and twitter at the same time 
1,"firestoned - dude, stars are always awesome. surprised to see you tweeting."" "
1,nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night 
1,amazing night with llama and malcolm and megan&lt;---fuck the theatre! 
1,kayotae just had a martini myself. 
1,city all day soo happy to be home. school in the morning 
1,my spring break= watching moviess all day everyday for a week 
1,pushplaynick &quot;grandpa wants an ice chest and some beef.&quot; george lopez rulesss! 
1,katieporrello thank you katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! 
1,"URL where have all the flowers gone, peter paul &amp; mary my fav, def."" "
1,shhhhhhhhhh....time to watch the hills. 
1,"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. "" "
1,jonathanrknight oh its real jon! we all r so excited that u and the guys came back 4 us. we appreciate all you put out there! 
1,lonelybob thank you! am at home pretty much everywhere. provided i have broadband ...kiddin' 
1,callin it a night! i always have the best sleep after a good workout!! 
1,infinitarchitek feels pretty good doesn't it? 
1,stee322 but you did go to hash bash anyway.. 
1,"loltothepower correction, i got a badass fringe. "" "
1,"procoder hmmm, sure sure so what r u upto ? hows the day for u?"" "
1,ninasplayground i agree. my kids got &quot;who am i&quot; 4 christmas. it's bn fun but i caught my 4 yrold cheating by looking at reflection in tv 
1,my hair is blue. 
1,wendy_bowser thank you for the kind words! i appreciate it. have a great night 
1,stressing over this math test...uhhh....2 days till spring break!!!! 
1,"mintcool uh, because we really need each other, plus, you'd be my designated driver on pch "" "
1,empressyen whatcha chucklin bout ms.yen 
1,ijustine the gym is an awesome place! work it out 
1,augustography hmmm think we need to get you climbing up hills .. you'll be really sining then 
1,just won 20$ on unc game 
1,really tired. going to prepare for bed. g'night! 
1,keyannaaa the new story of your life will include magic fountain with me 
1,"im getting nervous that this trip tomorrow may be a little boring. haha oh well, i always have my trusty ipod and my books of course lol"" "
1,should be going to bed... maybe i'll do that... but i'm thinking i'll put on anastasia on my laptop as i fall asleep 
1,ijustine URL - i love ur top 
1,"still buzzing from sietar... thanks to pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... "" "
1,"yoshigi i have terrible back and neck aches too... get a good chair, that will help. i am waiting for my &quot;swopper&quot; to arrive. "" "
1,"juneaurock hellz yeah, definitely downloading. thanks "" "
1,URL - we are so stinkin cute 
1,lyndeeezy hahah not yet! but soon. very soon 
1,"very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! "" "
1,michaelgrainger we have much more than that in common my friend!! 
1,ben_mayer better be. i don't wanna have to come find u and save the dog. but i would! i'm all 4 the animals . call off the twit police 
1,"klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? "" "
1,westneyrhindxx hello westney what are you doing ?? x 
1,whereiskevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight 
1,jephjacques i love the way you draw giraffe eyelashes. 
0,how did everyone feel about the climate change question last night? exactly. gopdebate 
1,at_user didn't catch the full gopdebate last night. here are some of scott's best lines in 90 seconds. walker16 url 
0,no mention of tamir rice and the gopdebate was held in cleveland? wow. 
1,that carly fiorina is trending -- hours after her debate -- above any of the men in just-completed gopdebate says she's on 
1,gopdebate w/ at_user delivered the highest ratings in the history of presidential debates. trump2016 url 
1,"on my first day i will rescind every illegal executive action taken by barack obama."""""""" gopdebate"" "
